task_id,asset_id,department,asset_type,defect_type,maintenance_type,severity,criticality,overdue_days,estimated_duration_hours,safety_risk,operational_impact,corridor_id,deadline,priority_score,priority_class
M-009102,S&-0012,S&T,Track Circuit,Interlocking Fault,Inspection,1,68,4,4.0,13,44,C04,2026-08-29,36.6,Low
M-009103,TR-0091,Traction,OHE,OHE Wear,Preventive,4,41,1,3.0,67,62,C03,2026-08-31,51.75,Medium
M-009104,EN-0017,Engineering,Sleeper,Rail Wear,Corrective,2,39,15,0.5,24,47,C09,2026-08-27,42.8,Medium
M-009105,TR-0069,Traction,Isolator,OHE Wear,Corrective,1,51,3,0.5,23,35,C13,2026-08-29,31.4,Low
M-009106,EN-0019,Engineering,Track,Track Geometry Deviation,Overdue,4,59,14,4.0,77,56,C04,2026-08-26,68.0,High
M-009107,S&-0113,S&T,Track Circuit,Signal Failure,Preventive,4,74,6,3.0,76,76,C19,2026-08-28,69.3,High
M-009108,EN-0115,Engineering,Rail,Track Geometry Deviation,Preventive,5,48,14,0.5,83,52,C14,2026-08-27,69.3,High
M-009109,S&-0058,S&T,Track Circuit,Track Circuit Fault,Inspection,4,68,29,1.0,75,61,C06,2026-08-29,75.55,High
M-009110,EN-0150,Engineering,Ballast,Track Geometry Deviation,Preventive,1,35,2,2.0,24,28,C09,2026-08-31,25.0,Low
M-009111,S&-0045,S&T,Track Circuit,Interlocking Fault,Corrective,3,78,6,0.5,61,59,C19,2026-08-26,60.95,High
M-009112,TR-0108,Traction,Isolator,Isolator Defect,Overdue,2,89,0,1.0,32,53,C10,2026-08-30,49.05,Medium
M-009113,S&-0119,S&T,Track Circuit,Interlocking Fault,Overdue,5,47,4,1.0,92,57,C12,2026-08-26,64.05,High
M-009114,EN-0074,Engineering,Sleeper,Rail Wear,Corrective,2,87,9,2.0,47,60,C06,2026-08-28,59.25,Medium
M-009115,TR-0074,Traction,Insulator,Feeder Inspection Overdue,Preventive,5,73,22,1.0,86,64,C14,2026-08-29,83.7,Critical
M-009116,S&-0021,S&T,Point Machine,Interlocking Fault,Corrective,5,76,10,1.0,100,78,C02,2026-08-25,82.0,Critical
M-009117,TR-0086,Traction,Isolator,Feeder Inspection Overdue,Preventive,5,33,12,0.5,97,51,C06,2026-08-28,65.95,High
M-009118,S&-0103,S&T,Point Machine,Interlocking Fault,Corrective,2,84,15,2.0,46,63,C18,2026-08-27,63.1,High
M-009119,TR-0029,Traction,Insulator,OHE Wear,Corrective,4,49,7,1.0,59,55,C05,2026-08-25,56.0,Medium
M-009120,TR-0069,Traction,Isolator,Insulator Defect,Overdue,1,51,0,4.0,11,32,C13,2026-08-30,26.3,Low
M-009121,S&-0133,S&T,Point Machine,Signal Failure,Preventive,1,82,0,1.0,21,55,C13,2026-08-27,41.05,Medium
M-009122,EN-0004,Engineering,Ballast,Sleeper Defect,Preventive,4,67,1,4.0,64,57,C09,2026-08-25,58.2,Medium
M-009123,EN-0037,Engineering,Track,Rail Crack,Corrective,4,70,2,2.0,68,67,C03,2026-08-31,62.15,High
M-009124,EN-0060,Engineering,Sleeper,Track Geometry Deviation,Inspection,3,30,4,3.0,58,44,C01,2026-08-26,42.2,Medium
M-009125,S&-0001,S&T,Track Circuit,Signal Failure,Preventive,2,59,9,1.5,30,50,C06,2026-08-31,45.95,Medium
M-009126,S&-0105,S&T,Interlocking,Point Machine Degradation,Preventive,1,78,8,0.5,20,49,C07,2026-08-31,44.75,Medium
M-009127,S&-0072,S&T,Point Machine,Signal Failure,Corrective,4,62,16,2.0,65,54,C15,2026-08-31,67.7,High
M-009128,S&-0017,S&T,Signal,Interlocking Fault,Inspection,4,100,2,2.0,73,68,C14,2026-08-28,72.3,High
M-009129,S&-0108,S&T,Interlocking,Signal Failure,Preventive,5,33,0,1.0,85,40,C12,2026-08-30,52.9,Medium
M-009130,TR-0090,Traction,Feeder,Insulator Defect,Inspection,5,60,7,4.0,93,69,C10,2026-08-27,72.2,High
M-009131,TR-0029,Traction,Insulator,Isolator Defect,Corrective,1,46,10,1.5,34,36,C05,2026-08-28,37.5,Low
M-009132,EN-0099,Engineering,Ballast,Sleeper Defect,Inspection,3,52,2,4.0,64,56,C02,2026-08-30,50.3,Medium
M-009133,EN-0034,Engineering,Sleeper,Track Geometry Deviation,Corrective,2,75,13,0.5,40,58,C03,2026-08-27,56.95,Medium
M-009134,EN-0123,Engineering,Sleeper,Ballast Defect,Preventive,3,82,3,3.0,45,66,C03,2026-08-29,57.75,Medium
M-009135,EN-0104,Engineering,Track,Track Geometry Deviation,Preventive,2,76,11,4.0,32,49,C06,2026-08-29,52.8,Medium
M-009136,TR-0053,Traction,Isolator,Feeder Inspection Overdue,Preventive,4,65,13,0.5,75,56,C12,2026-08-29,68.65,High
M-009137,EN-0037,Engineering,Track,Track Geometry Deviation,Inspection,3,82,5,1.0,42,65,C03,2026-08-28,58.5,Medium
M-009138,TR-0028,Traction,Isolator,Insulator Defect,Inspection,4,47,0,2.0,64,63,C09,2026-08-27,52.35,Medium
M-009139,TR-0014,Traction,OHE,OHE Wear,Inspection,2,65,18,1.0,37,51,C10,2026-08-31,56.05,Medium
M-009140,TR-0103,Traction,Isolator,OHE Wear,Inspection,4,84,0,1.5,86,66,C20,2026-08-28,68.3,High
M-009141,TR-0006,Traction,Insulator,Isolator Defect,Preventive,1,33,10,4.0,16,22,C04,2026-08-31,27.9,Low
M-009142,S&-0108,S&T,Interlocking,Point Machine Degradation,Corrective,1,16,8,4.0,18,15,C12,2026-08-31,20.65,Low
M-009143,EN-0163,Engineering,Ballast,Sleeper Defect,Overdue,4,37,15,2.0,74,51,C15,2026-08-31,60.8,High
M-009144,S&-0118,S&T,Track Circuit,Signal Failure,Overdue,4,75,12,1.5,79,64,C20,2026-08-25,72.9,High
M-009145,EN-0147,Engineering,Rail,Rail Wear,Overdue,1,66,0,2.0,29,32,C02,2026-08-31,34.4,Low
M-009146,TR-0015,Traction,Insulator,Feeder Inspection Overdue,Corrective,3,58,11,4.0,47,60,C15,2026-08-26,56.05,Medium
M-009147,TR-0125,Traction,OHE,Isolator Defect,Preventive,2,21,5,2.0,30,33,C07,2026-08-29,29.0,Low
M-009148,S&-0133,S&T,Point Machine,Interlocking Fault,Corrective,3,74,5,1.5,46,42,C13,2026-08-31,53.45,Medium
M-009149,TR-0092,Traction,OHE,OHE Wear,Overdue,1,54,0,4.0,20,27,C10,2026-08-25,28.25,Low
M-009150,S&-0119,S&T,Track Circuit,Interlocking Fault,Preventive,1,48,2,4.0,23,29,C12,2026-08-25,28.85,Low
M-009151,S&-0026,S&T,Interlocking,Track Circuit Fault,Inspection,2,24,7,0.5,18,30,C04,2026-08-27,28.55,Low
M-009152,S&-0047,S&T,Point Machine,Signal Failure,Preventive,5,78,10,4.0,95,66,C06,2026-08-29,79.8,High
M-009153,S&-0058,S&T,Track Circuit,Interlocking Fault,Preventive,4,45,0,1.0,73,65,C06,2026-08-29,53.85,Medium
M-009154,TR-0112,Traction,Isolator,Feeder Inspection Overdue,Preventive,2,37,1,1.5,39,47,C02,2026-08-30,34.7,Low
M-009155,EN-0002,Engineering,Track,Rail Crack,Overdue,1,98,10,4.0,16,63,C02,2026-08-26,53.55,Medium
M-009156,TR-0089,Traction,Insulator,OHE Wear,Inspection,5,69,1,3.0,94,73,C19,2026-08-25,71.2,High
M-009157,S&-0025,S&T,Point Machine,Interlocking Fault,Preventive,1,51,12,4.0,16,30,C03,2026-08-28,36.0,Low
M-009158,EN-0112,Engineering,Rail,Track Geometry Deviation,Corrective,2,54,17,4.0,30,35,C05,2026-08-31,48.2,Medium
M-009159,TR-0104,Traction,Insulator,Insulator Defect,Preventive,5,69,3,2.0,88,68,C11,2026-08-29,70.75,High
M-009160,S&-0094,S&T,Track Circuit,Track Circuit Fault,Corrective,3,56,11,1.0,53,42,C16,2026-08-29,53.95,Medium
M-009161,TR-0030,Traction,Insulator,Feeder Inspection Overdue,Overdue,4,72,2,1.0,69,61,C10,2026-08-27,62.05,High
M-009162,EN-0076,Engineering,Rail,Rail Crack,Overdue,1,51,11,1.5,8,32,C14,2026-08-30,33.95,Low
M-009163,S&-0027,S&T,Signal,Interlocking Fault,Inspection,5,90,4,1.5,99,89,C17,2026-08-29,83.15,Critical
M-009164,TR-0095,Traction,Feeder,OHE Wear,Preventive,2,66,11,3.0,35,56,C04,2026-08-25,51.45,Medium
M-009165,EN-0149,Engineering,Sleeper,Track Geometry Deviation,Corrective,1,61,13,1.5,19,42,C13,2026-08-26,42.15,Medium
M-009166,EN-0017,Engineering,Sleeper,Sleeper Defect,Preventive,1,52,0,3.0,21,34,C09,2026-08-28,28.9,Low
M-009167,TR-0037,Traction,OHE,Feeder Inspection Overdue,Inspection,5,91,0,3.0,96,83,C04,2026-08-29,78.95,High
M-009168,EN-0076,Engineering,Rail,Rail Wear,Overdue,5,57,0,0.5,95,75,C14,2026-08-28,67.35,High
M-009169,EN-0100,Engineering,Track,Rail Wear,Preventive,1,72,22,0.5,41,36,C01,2026-08-25,54.2,Medium
M-009170,TR-0108,Traction,Isolator,OHE Wear,Preventive,1,76,9,1.0,19,47,C10,2026-08-30,44.4,Medium
M-009171,EN-0044,Engineering,Rail,Rail Wear,Inspection,1,93,0,1.5,4,48,C04,2026-08-30,39.9,Low
M-009172,TR-0036,Traction,OHE,Insulator Defect,Corrective,2,35,12,3.0,38,32,C08,2026-08-25,39.9,Low
M-009173,EN-0141,Engineering,Ballast,Sleeper Defect,Inspection,5,75,0,2.0,89,78,C11,2026-08-29,72.0,High
M-009174,S&-0061,S&T,Signal,Track Circuit Fault,Corrective,2,63,25,0.5,35,50,C05,2026-08-29,56.4,Medium
M-009175,EN-0088,Engineering,Rail,Sleeper Defect,Preventive,2,70,16,3.0,31,62,C03,2026-08-31,56.5,Medium
M-009176,S&-0120,S&T,Interlocking,Signal Failure,Inspection,4,81,12,0.5,71,84,C10,2026-08-31,76.1,High
M-009177,EN-0142,Engineering,Ballast,Sleeper Defect,Corrective,2,83,16,2.0,26,66,C02,2026-08-26,60.0,Medium
M-009178,S&-0092,S&T,Signal,Point Machine Degradation,Overdue,1,53,0,1.5,13,32,C05,2026-08-30,27.3,Low
M-009179,TR-0044,Traction,Feeder,OHE Wear,Overdue,4,39,11,4.0,80,40,C05,2026-08-26,57.95,Medium
M-009180,TR-0129,Traction,Insulator,OHE Wear,Corrective,1,49,26,0.5,11,28,C04,2026-08-29,40.1,Medium
M-009181,TR-0103,Traction,Isolator,Feeder Inspection Overdue,Corrective,3,75,10,1.5,58,68,C20,2026-08-26,63.8,High
M-009182,S&-0044,S&T,Signal,Point Machine Degradation,Corrective,1,43,0,4.0,18,22,C02,2026-08-25,23.8,Low
M-009183,S&-0052,S&T,Track Circuit,Interlocking Fault,Inspection,4,89,5,4.0,67,86,C05,2026-08-31,72.75,High
M-009184,S&-0050,S&T,Track Circuit,Point Machine Degradation,Corrective,5,63,22,3.0,84,65,C18,2026-08-29,80.45,Critical
M-009185,EN-0060,Engineering,Sleeper,Sleeper Defect,Inspection,1,25,18,4.0,24,22,C01,2026-08-28,33.1,Low
M-009186,EN-0126,Engineering,Ballast,Rail Crack,Preventive,4,57,0,0.5,70,52,C06,2026-08-25,54.9,Medium
M-009187,S&-0104,S&T,Point Machine,Track Circuit Fault,Inspection,5,84,1,1.0,91,76,C09,2026-08-30,75.55,High
M-009188,EN-0115,Engineering,Rail,Rail Crack,Inspection,4,64,10,3.0,69,67,C14,2026-08-26,66.55,High
M-009189,S&-0004,S&T,Signal,Track Circuit Fault,Inspection,4,55,18,3.0,70,55,C20,2026-08-30,68.25,High
M-009190,TR-0044,Traction,Feeder,Isolator Defect,Corrective,3,26,14,1.0,62,40,C05,2026-08-30,48.7,Medium
M-009191,S&-0077,S&T,Track Circuit,Signal Failure,Preventive,4,76,7,3.0,85,60,C17,2026-08-31,70.05,High
M-009192,TR-0071,Traction,OHE,Insulator Defect,Preventive,1,48,0,1.0,18,31,C10,2026-08-27,26.65,Low
M-009193,EN-0062,Engineering,Track,Sleeper Defect,Overdue,5,59,4,1.0,93,50,C12,2026-08-31,66.8,High
M-009194,EN-0054,Engineering,Sleeper,Ballast Defect,Corrective,5,85,10,2.0,82,92,C10,2026-08-28,83.2,Critical
M-009195,EN-0014,Engineering,Rail,Rail Crack,Preventive,5,56,19,1.0,99,78,C01,2026-08-27,82.55,Critical
M-009196,EN-0022,Engineering,Rail,Rail Crack,Corrective,4,79,7,2.0,79,56,C05,2026-08-30,69.15,High
M-009197,EN-0075,Engineering,Track,Sleeper Defect,Corrective,1,77,2,4.0,23,49,C10,2026-08-28,40.55,Medium
M-009198,TR-0066,Traction,OHE,Isolator Defect,Inspection,2,46,0,1.0,55,22,C09,2026-08-25,36.1,Low
M-009199,EN-0108,Engineering,Rail,Ballast Defect,Corrective,3,63,4,4.0,45,46,C09,2026-08-27,49.8,Medium
M-009200,TR-0049,Traction,Insulator,OHE Wear,Corrective,3,88,17,1.5,58,68,C06,2026-08-31,72.95,High
M-009201,EN-0095,Engineering,Rail,Rail Wear,Inspection,2,58,12,3.0,30,40,C19,2026-08-25,46.4,Medium
M-009202,S&-0050,S&T,Track Circuit,Point Machine Degradation,Preventive,3,46,14,2.0,51,55,C18,2026-08-28,54.75,Medium
M-009203,TR-0105,Traction,OHE,OHE Wear,Overdue,1,63,12,4.0,18,43,C17,2026-08-30,41.95,Medium
M-009204,TR-0116,Traction,Insulator,Insulator Defect,Corrective,3,30,10,1.0,55,35,C20,2026-08-26,44.75,Medium
M-009205,TR-0097,Traction,Insulator,Feeder Inspection Overdue,Inspection,1,99,10,2.0,17,47,C08,2026-08-30,51.65,Medium
M-009206,S&-0020,S&T,Signal,Point Machine Degradation,Inspection,5,74,6,2.0,93,70,C16,2026-08-26,75.8,High
M-009207,EN-0163,Engineering,Ballast,Ballast Defect,Preventive,3,9,0,2.0,44,28,C15,2026-08-30,27.7,Low
M-009208,TR-0025,Traction,Feeder,Isolator Defect,Inspection,1,81,11,0.5,13,59,C12,2026-08-26,48.0,Medium
M-009209,S&-0102,S&T,Signal,Track Circuit Fault,Inspection,2,53,18,0.5,28,48,C19,2026-08-28,50.2,Medium
M-009210,EN-0002,Engineering,Track,Rail Crack,Corrective,1,97,15,2.0,20,65,C02,2026-08-28,58.1,Medium
M-009211,EN-0138,Engineering,Rail,Rail Crack,Corrective,4,95,8,2.0,75,82,C02,2026-08-27,77.8,High
M-009212,S&-0023,S&T,Interlocking,Point Machine Degradation,Overdue,3,80,6,1.5,48,71,C13,2026-08-25,60.75,High
M-009213,EN-0118,Engineering,Sleeper,Rail Wear,Preventive,1,82,14,1.5,32,37,C01,2026-08-29,51.05,Medium
M-009214,EN-0026,Engineering,Rail,Sleeper Defect,Preventive,1,55,7,1.0,10,26,C19,2026-08-25,31.65,Low
M-009215,TR-0037,Traction,OHE,Feeder Inspection Overdue,Corrective,2,94,9,2.0,42,73,C04,2026-08-25,62.3,High
M-009216,TR-0009,Traction,Isolator,Isolator Defect,Preventive,5,64,11,4.0,83,61,C03,2026-08-30,73.2,High
M-009217,S&-0024,S&T,Signal,Track Circuit Fault,Preventive,1,70,0,0.5,8,44,C02,2026-08-28,33.2,Low
M-009218,EN-0012,Engineering,Sleeper,Track Geometry Deviation,Overdue,4,63,0,1.5,66,62,C20,2026-08-29,57.4,Medium
M-009219,S&-0033,S&T,Track Circuit,Point Machine Degradation,Inspection,2,67,8,0.5,33,60,C02,2026-08-25,49.7,Medium
M-009220,S&-0139,S&T,Point Machine,Track Circuit Fault,Overdue,1,57,2,1.5,23,48,C09,2026-08-26,34.4,Low
M-009221,S&-0079,S&T,Track Circuit,Signal Failure,Overdue,5,62,7,2.0,85,70,C07,2026-08-28,71.35,High
M-009222,EN-0089,Engineering,Rail,Rail Crack,Overdue,1,80,15,3.0,18,55,C07,2026-08-25,51.1,Medium
M-009223,EN-0107,Engineering,Ballast,Ballast Defect,Preventive,3,84,0,0.5,48,71,C15,2026-08-27,57.45,Medium
M-009224,S&-0094,S&T,Track Circuit,Point Machine Degradation,Corrective,4,65,10,2.0,71,75,C16,2026-08-26,68.45,High
M-009225,S&-0026,S&T,Interlocking,Point Machine Degradation,Corrective,3,44,6,4.0,58,49,C04,2026-08-28,48.65,Medium
M-009226,EN-0135,Engineering,Ballast,Rail Crack,Preventive,3,53,4,4.0,62,65,C10,2026-08-27,53.05,Medium
M-009227,S&-0018,S&T,Interlocking,Interlocking Fault,Overdue,1,61,7,4.0,13,36,C15,2026-08-28,35.55,Low
M-009228,EN-0156,Engineering,Rail,Sleeper Defect,Overdue,5,79,12,2.0,80,89,C12,2026-08-31,82.05,Critical
M-009229,S&-0068,S&T,Interlocking,Signal Failure,Overdue,1,28,0,0.5,22,34,C04,2026-08-31,21.9,Low
M-009230,S&-0140,S&T,Track Circuit,Interlocking Fault,Corrective,4,83,0,1.0,84,78,C14,2026-08-25,69.4,High
M-009231,EN-0129,Engineering,Rail,Ballast Defect,Preventive,1,68,17,2.0,7,46,C09,2026-08-26,45.45,Medium
M-009232,S&-0109,S&T,Signal,Interlocking Fault,Overdue,4,19,8,4.0,64,38,C09,2026-08-31,46.2,Medium
M-009233,TR-0026,Traction,Insulator,Isolator Defect,Overdue,2,59,3,0.5,40,49,C18,2026-08-27,43.3,Medium
M-009234,TR-0127,Traction,Feeder,Isolator Defect,Preventive,4,78,5,4.0,63,63,C16,2026-08-27,65.2,High
M-009235,TR-0022,Traction,Insulator,OHE Wear,Overdue,1,80,6,1.5,26,45,C08,2026-08-27,44.45,Medium
M-009236,EN-0166,Engineering,Sleeper,Ballast Defect,Inspection,1,78,6,4.0,10,53,C03,2026-08-28,41.85,Medium
M-009237,TR-0072,Traction,OHE,OHE Wear,Overdue,5,85,0,2.0,99,74,C03,2026-08-28,76.4,High
M-009238,S&-0138,S&T,Interlocking,Point Machine Degradation,Corrective,5,34,0,4.0,90,72,C02,2026-08-26,59.0,Medium
M-009239,TR-0047,Traction,Insulator,OHE Wear,Corrective,4,77,0,2.0,56,62,C11,2026-08-30,59.6,Medium
M-009240,S&-0014,S&T,Signal,Track Circuit Fault,Inspection,3,83,9,2.0,48,84,C18,2026-08-28,65.85,High
M-009241,TR-0003,Traction,Feeder,OHE Wear,Corrective,2,53,3,0.5,36,41,C07,2026-08-29,39.5,Low
M-009242,S&-0030,S&T,Signal,Interlocking Fault,Preventive,1,56,0,1.0,12,26,C05,2026-08-29,27.1,Low
M-009243,S&-0126,S&T,Point Machine,Signal Failure,Inspection,4,13,10,1.0,79,22,C01,2026-08-26,46.5,Medium
M-009244,TR-0003,Traction,Feeder,Insulator Defect,Overdue,1,56,7,2.0,29,39,C07,2026-08-25,37.7,Low
M-009245,S&-0112,S&T,Track Circuit,Signal Failure,Inspection,5,25,11,4.0,95,49,C13,2026-08-29,62.1,High
M-009246,S&-0129,S&T,Track Circuit,Signal Failure,Preventive,4,27,9,1.0,68,31,C04,2026-08-26,49.1,Medium
M-009247,TR-0001,Traction,OHE,OHE Wear,Inspection,4,73,6,3.0,84,67,C03,2026-08-28,69.25,High
M-009248,TR-0003,Traction,Feeder,Feeder Inspection Overdue,Overdue,4,71,14,1.5,65,65,C07,2026-08-30,70.55,High
M-009249,EN-0020,Engineering,Track,Track Geometry Deviation,Preventive,4,48,10,1.5,72,40,C19,2026-08-25,58.3,Medium
M-009250,S&-0061,S&T,Signal,Track Circuit Fault,Inspection,3,62,19,0.5,60,53,C05,2026-08-27,64.8,High
M-009251,TR-0024,Traction,Insulator,Feeder Inspection Overdue,Corrective,2,65,1,2.0,24,50,C08,2026-08-27,40.55,Medium
M-009252,S&-0008,S&T,Track Circuit,Track Circuit Fault,Overdue,4,29,13,4.0,76,31,C13,2026-08-31,54.3,Medium
M-009253,TR-0063,Traction,Insulator,Feeder Inspection Overdue,Corrective,2,85,14,1.0,31,51,C09,2026-08-25,57.85,Medium
M-009254,TR-0104,Traction,Insulator,Feeder Inspection Overdue,Corrective,3,73,11,0.5,57,56,C11,2026-08-31,61.95,High
M-009255,TR-0051,Traction,OHE,Feeder Inspection Overdue,Inspection,3,51,6,1.5,59,42,C18,2026-08-26,49.9,Medium
M-009256,TR-0006,Traction,Insulator,Isolator Defect,Preventive,4,29,0,4.0,67,42,C04,2026-08-29,44.4,Medium
M-009257,EN-0094,Engineering,Ballast,Rail Wear,Overdue,3,57,19,1.0,66,57,C19,2026-08-25,65.1,High
M-009258,S&-0015,S&T,Interlocking,Interlocking Fault,Inspection,1,49,0,0.5,20,26,C04,2026-08-29,26.6,Low
M-009259,EN-0109,Engineering,Sleeper,Sleeper Defect,Overdue,3,77,0,2.0,42,73,C07,2026-08-26,54.45,Medium
M-009260,TR-0057,Traction,Feeder,Isolator Defect,Corrective,3,61,1,4.0,53,51,C10,2026-08-31,49.3,Medium
M-009261,TR-0116,Traction,Insulator,OHE Wear,Corrective,3,25,7,1.5,42,38,C20,2026-08-31,38.85,Low
M-009262,EN-0113,Engineering,Rail,Rail Wear,Preventive,5,78,7,3.0,84,68,C08,2026-08-30,75.65,High
M-009263,EN-0179,Engineering,Sleeper,Track Geometry Deviation,Inspection,4,60,0,3.0,74,58,C14,2026-08-25,57.5,Medium
M-009264,EN-0175,Engineering,Rail,Rail Crack,Overdue,4,73,6,2.0,77,71,C10,2026-08-27,68.45,High
M-009265,S&-0088,S&T,Point Machine,Signal Failure,Corrective,1,77,10,0.5,20,37,C18,2026-08-29,44.15,Medium
M-009266,S&-0034,S&T,Track Circuit,Track Circuit Fault,Preventive,1,77,13,1.0,18,40,C18,2026-08-30,46.45,Medium
M-009267,TR-0015,Traction,Insulator,Insulator Defect,Overdue,1,57,3,0.5,9,38,C15,2026-08-25,30.85,Low
M-009268,EN-0029,Engineering,Ballast,Track Geometry Deviation,Corrective,1,63,0,1.5,24,43,C12,2026-08-31,34.15,Low
M-009269,S&-0110,S&T,Interlocking,Signal Failure,Inspection,1,52,6,0.5,8,46,C19,2026-08-28,32.6,Low
M-009270,TR-0045,Traction,OHE,Insulator Defect,Inspection,5,38,10,0.5,87,45,C20,2026-08-28,63.05,High
M-009271,EN-0056,Engineering,Track,Ballast Defect,Preventive,5,62,27,3.0,85,52,C10,2026-08-30,78.4,High
M-009272,TR-0051,Traction,OHE,OHE Wear,Overdue,3,62,12,1.5,78,57,C18,2026-08-29,63.75,High
M-009273,S&-0051,S&T,Interlocking,Interlocking Fault,Overdue,1,93,2,1.5,30,50,C20,2026-08-31,46.9,Medium
M-009274,TR-0055,Traction,OHE,Insulator Defect,Overdue,4,81,16,3.0,80,79,C20,2026-08-25,80.15,Critical
M-009275,TR-0130,Traction,Isolator,Isolator Defect,Inspection,4,63,6,4.0,80,55,C14,2026-08-27,63.65,High
M-009276,S&-0003,S&T,Track Circuit,Track Circuit Fault,Inspection,1,56,2,1.5,31,39,C20,2026-08-30,34.35,Low
M-009277,EN-0155,Engineering,Track,Ballast Defect,Inspection,1,52,5,0.5,22,32,C19,2026-08-30,32.55,Low
M-009278,TR-0081,Traction,OHE,Insulator Defect,Overdue,1,62,12,0.5,14,39,C06,2026-08-25,40.25,Medium
M-009279,TR-0128,Traction,OHE,Isolator Defect,Inspection,3,94,2,2.0,54,64,C01,2026-08-25,62.1,High
M-009280,TR-0031,Traction,Feeder,Isolator Defect,Preventive,2,68,16,1.0,37,45,C14,2026-08-26,54.55,Medium
M-009281,TR-0020,Traction,Isolator,Insulator Defect,Corrective,5,57,9,1.0,92,52,C09,2026-08-31,70.05,High
M-009282,TR-0086,Traction,Isolator,Isolator Defect,Corrective,5,22,7,3.0,96,57,C06,2026-08-30,59.6,Medium
M-009283,TR-0114,Traction,Isolator,OHE Wear,Preventive,3,84,7,1.0,51,73,C01,2026-08-31,63.6,High
M-009284,S&-0079,S&T,Track Circuit,Signal Failure,Overdue,3,42,2,1.0,54,52,C07,2026-08-26,44.7,Medium
M-009285,EN-0179,Engineering,Sleeper,Sleeper Defect,Corrective,4,62,10,3.0,74,61,C14,2026-08-27,66.05,High
M-009286,TR-0127,Traction,Feeder,OHE Wear,Corrective,1,77,0,0.5,16,59,C16,2026-08-28,39.15,Low
M-009287,S&-0119,S&T,Track Circuit,Point Machine Degradation,Corrective,4,73,5,0.5,89,67,C12,2026-08-28,69.5,High
M-009288,EN-0063,Engineering,Sleeper,Rail Crack,Corrective,5,70,12,1.5,87,80,C19,2026-08-29,79.4,High
M-009289,S&-0004,S&T,Signal,Point Machine Degradation,Inspection,1,53,15,4.0,12,26,C20,2026-08-29,37.45,Low
M-009290,EN-0076,Engineering,Rail,Track Geometry Deviation,Preventive,2,61,17,0.5,34,42,C14,2026-08-29,52.15,Medium
M-009291,EN-0036,Engineering,Track,Track Geometry Deviation,Corrective,3,86,8,3.0,49,74,C16,2026-08-31,64.7,High
M-009292,EN-0051,Engineering,Sleeper,Rail Crack,Inspection,1,43,19,3.0,17,22,C11,2026-08-29,37.85,Low
M-009293,S&-0040,S&T,Point Machine,Interlocking Fault,Corrective,5,68,28,1.0,84,70,C18,2026-08-30,82.7,Critical
M-009294,EN-0132,Engineering,Rail,Track Geometry Deviation,Corrective,3,48,4,1.5,52,53,C16,2026-08-29,47.75,Medium
M-009295,TR-0113,Traction,OHE,Isolator Defect,Inspection,1,27,16,4.0,21,16,C07,2026-08-25,30.7,Low
M-009296,EN-0174,Engineering,Ballast,Sleeper Defect,Inspection,3,65,8,3.0,56,61,C03,2026-08-27,57.85,Medium
M-009297,TR-0031,Traction,Feeder,OHE Wear,Preventive,4,83,0,2.0,61,78,C14,2026-08-30,64.8,High
M-009298,S&-0126,S&T,Point Machine,Point Machine Degradation,Inspection,1,32,0,3.0,5,26,C01,2026-08-30,18.5,Low
M-009299,EN-0161,Engineering,Sleeper,Sleeper Defect,Inspection,2,75,9,2.0,33,43,C03,2026-08-27,50.3,Medium
M-009300,EN-0059,Engineering,Ballast,Rail Wear,Overdue,1,64,7,1.0,25,56,C11,2026-08-28,41.85,Medium
M-009301,EN-0136,Engineering,Sleeper,Rail Crack,Preventive,5,75,9,4.0,88,85,C09,2026-08-27,79.6,High
M-009302,S&-0087,S&T,Point Machine,Point Machine Degradation,Preventive,1,41,8,4.0,22,32,C15,2026-08-28,31.5,Low
M-009303,EN-0146,Engineering,Ballast,Rail Wear,Inspection,1,47,10,2.0,17,45,C18,2026-08-28,35.75,Low
M-009304,S&-0090,S&T,Signal,Interlocking Fault,Corrective,1,17,5,0.5,21,14,C03,2026-08-30,19.15,Low
M-009305,EN-0112,Engineering,Rail,Sleeper Defect,Inspection,1,42,9,3.0,22,19,C05,2026-08-29,30.6,Low
M-009306,TR-0123,Traction,Insulator,Feeder Inspection Overdue,Overdue,1,81,15,3.0,29,59,C13,2026-08-29,54.2,Medium
M-009307,TR-0027,Traction,Insulator,OHE Wear,Corrective,4,64,12,1.0,69,74,C07,2026-08-25,69.1,High
M-009308,EN-0086,Engineering,Sleeper,Track Geometry Deviation,Overdue,5,81,0,1.0,76,87,C06,2026-08-27,72.55,High
M-009309,S&-0063,S&T,Track Circuit,Track Circuit Fault,Corrective,5,66,6,4.0,96,76,C11,2026-08-25,74.9,High
M-009310,S&-0051,S&T,Interlocking,Point Machine Degradation,Inspection,1,79,0,2.0,21,53,C20,2026-08-27,39.85,Low
M-009311,S&-0084,S&T,Point Machine,Point Machine Degradation,Corrective,3,64,8,3.0,48,51,C14,2026-08-25,54.45,Medium
M-009312,TR-0029,Traction,Insulator,Isolator Defect,Overdue,4,61,7,1.5,71,66,C05,2026-08-27,63.65,High
M-009313,EN-0163,Engineering,Ballast,Rail Crack,Corrective,4,22,4,2.0,66,39,C15,2026-08-27,44.65,Medium
M-009314,TR-0062,Traction,Insulator,Isolator Defect,Preventive,5,60,29,2.0,85,76,C18,2026-08-31,81.4,Critical
